A,B,mu,alpha,u0,cv,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,SPS,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BertzCT,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA8,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState9,NumAliphaticHeterocycles,NumRotatableBonds,fr_Al_OH,fr_Ar_NH,fr_NH1,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_bicyclic,fr_epoxide,fr_ketone,fr_methoxy,fr_piperdine
2.92175,1.28915,4.4494,68.85,-453.982733,29.389,10.497453703703703,0.1412037037037037,-0.4537037037037039,26.0,1.7777777777777777,16.142916860022993,6.399072577510616,-0.1146013656120887,2.1315029728379105,159.7968083340385,10.111325788078153,6.286160523129555,11.618864732122208,0.0,0.0,0.0,10.203820789863345,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,6.041840829147961,5.409283605791522,5.316788604006331,0.0,0.0,0.0,5.316788604006331,0.0,0.0,23.946866084399726,9.589074368143644,5.409283605791522,0.0,9.589074368143644,18.039686355048214,6.286160523129555,0.0,0.0,0.0,0.0,5.316788604006331,5.409283605791522,0.0,9.287824074074074,0.0,-0.431296296296296,-0.4537037037037039,0.7795370370370371,0.0,1,1,0,0,2,1,0,0,0,0,0,1,0,0
3.4074,1.2863,1.1097,71.68,-386.132218,35.765,8.90275462962963,0.0613425925925925,-0.3148148148148151,36.75,1.625,16.62246858914609,4.971738058126194,0.1521231914254256,2.128540519658346,96.70165766734146,9.843390348640757,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,11.70501719873199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.915510981321,4.736862953800049,0.0,0.0,0.0,17.808983586480295,0.0,0.0,0.0,6.923737199690624,13.847474399381248,0.0,9.843390348640757,5.1157407407407405,8.90275462962963,-0.0613425925925925,0.0,0.0,-0.2430555555555564,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2.5377,1.57679,1.5542,81.04,-387.047526,33.705,9.518796296296296,0.108796296296296,0.108796296296296,74.0,1.6666666666666667,16.27501391035621,5.32094614407269,-0.0920142907738073,2.2476315685030754,177.40644880847532,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,30.595361384336197,5.41499046939678,6.103966387748303,0.0,0.0,23.16870860788096,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,23.16870860788096,0.0,5.106527394840706,6.103966387748303,5.41499046939678,17.75371813848418,12.84164324585202,0.0,0.0,6.923737199690624,0.0,0.0,9.518796296296296,0.4537037037037037,2.724444444444444,0.0,2.6701388888888884,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3.25258,1.19644,1.2824,87.8,-367.130182,36.219,2.5439814814814814,0.6846064814814815,0.6846064814814815,82.33333333333333,1.4444444444444444,15.45323406681104,5.390817363803098,0.4086218499479437,2.4546333545380152,181.00665676968876,0.0,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,6.923737199690624,31.725127320852,11.580766081531303,0.0,0.0,4.899909730850478,17.75371813848418,7.04767198267719,0.0,0.0,0.0,0.0,23.528347795058973,0.0,17.75371813848418,0.0,0.0,0.0,5.538925252383345,23.795558967632143,0.0,0.0,0.0,25.79505611290892,0.0,0.0,0.0,0.6846064814814815,3.2673148148148146,0.9976851851851852,0.0,2.2674074074074078,1,0,0,0,0,0,0,0,0,4,0,0,0,1
3.20636,1.42504,3.1857,71.97,-454.016545,29.38,10.604259259259258,0.2170370370370367,-0.2719907407407405,9.444444444444445,1.7777777777777777,16.337994676358818,4.951097765769839,0.4489938634711552,1.7965675742516067,309.2243004823359,4.417150937053347,6.263162995639057,0.0,0.0,11.243769773687225,0.0,15.18779931081055,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,0.0,5.409283605791522,4.9839785209472085,0.0,0.0,27.8649214450951,11.243769773687225,0.0,0.0,4.9839785209472085,0.0,12.333020805482146,0.0,4.794537184071822,11.243769773687225,5.563451491696996,0.0,6.263162995639057,6.923737199690624,0.0,9.401129458000556,5.409283605791522,4.549814814814814,6.810277777777777,-0.011249999999999,0.0,0.0,1.2511574074074074,0.0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
2.15089,1.44947,2.4509,79.57,-401.911536,35.992,10.739027777777778,0.0324074074074076,-0.4079861111111109,39.44444444444444,1.8888888888888888,16.141191309534104,5.905940702764177,-0.1184947787913991,2.435702832526742,191.5830567742917,0.0,5.538925252383345,5.783244946364939,0.0,0.0,0.0,10.111325788078153,0.0,0.0,6.423349895620259,5.920434318855644,13.847474399381248,0.0,6.041840829147961,0.0,5.316788604006331,0.0,0.0,0.0,5.316788604006331,0.0,0.0,17.364011027896247,4.794537184071822,12.343784214475903,0.0,4.794537184071822,11.8250857755129,0.0,0.0,0.0,6.923737199690624,6.923737199690624,11.237222922861974,6.423349895620259,0.0,2.908564814814815,-0.4079861111111109,2.595046296296297,-0.0324074074074076,5.082476851851852,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3.03629,1.25933,4.8679,66.23,-473.868041,28.706,10.377083333333331,0.149861111111111,-0.7303240740740737,16.88888888888889,1.6666666666666667,16.194224478855187,6.280240701088823,-0.153958366240224,1.8439548485888728,175.04192083187502,0.0,0.0,0.0,12.19334025248106,5.907179729351506,0.0,19.28352128306594,0.0,0.0,0.0,0.0,0.0,12.965578028838586,0.0,0.0,4.899909730850478,0.0,6.544756405912575,0.0,0.0,0.0,0.0,29.54518611859562,14.383611552215466,0.0,0.0,14.383611552215466,12.19334025248106,12.965578028838586,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9876388888888884,0.0,0.5383333333333331,0.0,1,1,0,0,0,1,0,2,0,0,0,0,0,0
4.74544,1.04583,2.203,74.48,-400.592985,30.155,5.256138510959939,0.586435185185185,0.586435185185185,64.55555555555556,1.4444444444444444,16.616525721037043,5.321494494110843,0.3427824121697956,2.512426764241936,193.45191553287327,4.736862953800049,12.207932775496603,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,6.423349895620259,5.920434318855644,0.0,0.0,18.628438064208492,0.0,4.899909730850478,0.0,6.544756405912575,0.0,0.0,0.0,0.0,35.73628057055558,4.736862953800049,12.343784214475903,0.0,0.0,0.0,12.207932775496603,18.628438064208492,0.0,0.0,0.0,10.820344049706122,11.160212849420308,5.256138510959939,0.0,0.0,2.6419444444444444,1.4556481481481478,6.322333711262283,0.0,2,1,0,0,0,0,0,0,0,4,1,0,0,0
2.89252,1.49517,3.2822,72.72,-439.071178,30.686,8.914097222222223,0.0144675925925927,-0.171990740740741,47.66666666666666,1.6666666666666667,16.51346997893106,5.852276152158382,-0.0761388874153399,1.7654655911786266,160.44079551951015,9.843390348640757,6.606881964512918,5.897745344357611,0.0,0.0,0.0,5.409283605791522,0.0,0.0,0.0,0.0,12.84164324585202,0.0,11.51895685714508,5.409283605791522,0.0,5.41499046939678,6.606881964512918,0.0,0.0,0.0,0.0,23.715121091459537,4.736862953800049,10.824274075188304,0.0,0.0,11.51895685714508,12.504627308870528,12.84164324585202,0.0,0.0,0.0,0.0,15.252673954432275,4.808888888888889,16.10590277777778,-0.0144675925925927,0.3822222222222224,0.0,1.3118055555555554,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5.6265,0.85214,3.0795,84.08,-398.13378,30.872,4.368055555555555,0.6196296296296296,0.6196296296296296,29.11111111111111,1.6666666666666667,15.110918796225604,5.973724241177693,1.0418774905096293,2.463332281711251,157.1417863019849,5.316788604006331,5.835619785757269,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,0.0,12.84164324585202,0.0,18.92513259758242,0.0,5.316788604006331,9.984809465271338,6.544756405912575,0.0,5.316788604006331,0.0,0.0,24.76075238333969,0.0,0.0,0.0,0.0,0.0,6.041840829147961,12.380376191669844,12.84164324585202,6.338535362521884,0.0,15.30159806927767,0.0,0.0,2.98625,0.0,1.039351851851852,0.6196296296296296,4.247592592592593,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5.51625,1.38477,2.3729,59.87,-415.869018,27.443,8.561805555555555,0.0538425925925925,-0.0538425925925925,9.125,1.875,16.475295895433515,5.161034806806166,0.3966983590113765,2.1445810842143795,172.3011683847082,9.843390348640757,0.0,0.0,11.759976672870742,0.0,0.0,0.0,5.098681808301038,0.0,5.098681808301038,0.0,0.0,0.0,13.176164609739144,0.0,10.197363616602075,0.0,7.109797541277533,6.06636706846161,4.736862953800049,0.0,11.759976672870742,22.41368855272032,0.0,0.0,0.0,0.0,5.879988336435371,5.879988336435371,0.0,13.176164609739144,0.0,0.0,14.934226570402124,5.106527394840706,4.656944444444444,14.387685185185184,0.0,0.4068055555555558,1.3888888888888888,0.0,1.4930092592592592,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4.60834,0.95994,1.7737,74.0,-439.077545,30.588,5.181712962962963,0.2268055555555552,0.2268055555555552,37.66666666666666,1.8888888888888888,16.627326243143983,5.856074963903892,0.2899523617792507,2.535672194753124,155.13685006057713,9.473725907600098,6.103966387748303,6.103966387748303,5.897745344357611,0.0,0.0,4.992404732635669,0.0,0.0,0.0,0.0,6.923737199690624,0.0,13.151638370425491,0.0,0.0,4.992404732635669,13.151638370425491,0.0,0.0,0.0,0.0,31.257316490279702,9.473725907600098,0.0,0.0,0.0,6.103966387748303,12.71084835226122,12.442501750270186,0.0,0.0,6.923737199690624,4.992404732635669,9.473725907600098,10.343888888888888,0.0,0.0,0.8078703703703706,0.0,0.593981481481481,0.0,2,1,0,0,0,0,0,0,0,1,1,0,0,0
2.44466,1.84009,2.0361,73.24,-423.000194,31.872,9.483796296296298,0.1458333333333337,-0.1458333333333337,75.33333333333333,1.5555555555555556,16.61310996082447,5.23350625724738,0.0625501728402998,2.5606481011143254,177.75496435407211,9.843390348640757,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,12.338727669087405,5.41499046939678,12.207932775496603,0.0,0.0,11.332896515558172,0.0,0.0,0.0,0.0,0.0,23.418426558085613,4.736862953800049,11.332896515558172,0.0,5.106527394840706,17.622923244893386,12.021872433909696,0.0,6.4208216229260096,0.0,0.0,6.923737199690624,4.736862953800049,5.234189814814815,9.483796296296298,0.2714120370370371,0.7060185185185184,0.0,1.7233796296296289,0.0,1,0,1,0,0,0,0,0,0,3,1,0,0,0
2.53043,1.66174,3.5492,68.36,-455.163694,31.211,10.664166666666668,0.0162037037037034,-0.326203703703704,46.66666666666666,1.7777777777777777,16.287263450100934,5.794471241537028,0.1836819968516449,2.2892336162674667,170.34093004940027,15.323225729697516,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,0.0,7.04767198267719,18.187648046044224,0.0,10.216698334856808,0.0,7.04767198267719,0.0,5.316788604006331,4.794537184071822,0.0,41.27287166675067,0.0,0.0,0.0,4.794537184071822,24.21876255838229,0.0,0.0,4.899909730850478,7.04767198267719,0.0,5.316788604006331,5.106527394840706,0.0,11.605324074074074,0.0,0.0,-0.0043518518518519,-0.326203703703704,1.6906944444444445,1,0,1,0,1,0,0,2,0,1,0,0,0,0
4.0922,0.65861,1.4983,85.27,-403.123698,38.087,5.039027777777777,0.5691203703703704,0.5691203703703704,10.555555555555555,1.7777777777777777,16.483996995073678,5.722992433890129,0.3109557555555771,1.8853475857946649,132.3418021567622,4.736862953800049,6.606881964512918,5.897745344357611,0.0,0.0,0.0,4.992404732635669,0.0,0.0,12.343784214475903,0.0,0.0,20.392230805293824,0.0,0.0,0.0,4.992404732635669,13.654553947190108,0.0,0.0,0.0,0.0,19.55229929154772,4.736862953800049,12.343784214475903,0.0,0.0,0.0,18.925448931796534,0.0,0.0,13.971409182367816,0.0,10.912839051491314,11.160212849420308,5.039027777777777,0.0,0.0,3.152565192743764,0.0,5.632011526832955,1.6857218442932729,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3.40996,0.86733,2.2114,76.61,-440.309272,34.359,8.482003023431595,0.1342592592592588,0.1342592592592588,25.55555555555556,1.8888888888888888,16.505295296695763,5.741617039585509,0.1681680156140028,2.165879683211219,122.22626787690945,9.843390348640757,6.103966387748303,5.897745344357611,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,0.0,0.0,19.951440787129552,6.544756405912575,0.0,0.0,4.992404732635669,13.151638370425491,0.0,0.0,0.0,0.0,30.25987749737212,4.736862953800049,0.0,0.0,0.0,12.71084835226122,12.965578028838586,5.897745344357611,0.0,0.0,6.923737199690624,4.992404732635669,9.843390348640757,5.191666666666666,8.482003023431595,0.0,0.7439351851851854,0.0,0.8295370370370366,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2.90259,1.29891,1.8642,79.09,-424.219791,34.835,9.248310185185186,0.0763888888888886,-0.201388888888889,46.0,1.5555555555555556,16.539154536446453,5.02821902505588,0.0108620017797886,2.4202983176691424,116.8778405585776,9.843390348640757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,6.4208216229260096,17.808983586480295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.915510981321,4.736862953800049,0.0,0.0,5.106527394840706,17.808983586480295,0.0,19.26246486877803,0.0,0.0,6.923737199690624,0.0,4.736862953800049,5.521990740740741,9.248310185185186,0.1377314814814814,0.0,0.0,3.0664351851851848,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.53878,0.93568,3.3733,82.8,-421.663073,41.309,10.225277777777778,0.1689814814814811,-0.4479629629629624,13.333333333333334,1.4444444444444444,16.15838227319653,5.713869370109889,0.2424598480705062,1.634374150092862,101.23098268032228,11.050456081168516,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,13.847474399381248,12.841643245852016,6.041840829147961,0.0,0.0,5.316788604006331,11.651573523323576,0.0,0.0,11.050456081168516,4.794537184071822,0.0,12.072955341486033,0.0,5.917906046161393,0.0,4.794537184071822,6.041840829147961,5.917906046161393,0.0,0.0,0.0,20.771211599071872,5.316788604006331,5.733667477162185,0.0,2.5810185185185186,4.881111111111111,0.4421296296296294,-0.2789814814814813,0.0,0.0,0,2,0,0,1,0,0,2,0,0,0,0,0,0
2.78012,1.37471,1.2696,83.07,-387.093661,34.329,9.55148148148148,0.3159722222222219,-0.3159722222222219,54.888888888888886,1.3333333333333333,16.294645073792466,5.163747827096583,0.1399308343811759,2.388790225120104,141.95057052383706,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,31.60119253786543,0.0,5.601050810983688,0.0,0.0,11.835812092322788,0.0,12.152040213667762,0.0,0.0,0.0,10.707578205824394,0.0,11.835812092322788,0.0,5.106527394840706,5.601050810983688,11.835812092322788,12.84164324585202,0.0,0.0,6.923737199690624,12.152040213667762,0.0,0.0,9.55148148148148,-0.3159722222222219,1.1712962962962958,0.0,6.556157407407407,0.0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
2.61937,1.5324,2.0612,68.14,-458.975249,31.698,10.74636574074074,0.0462962962962967,-0.5601851851851856,55.55555555555556,1.8888888888888888,16.631937929219244,5.905427827045658,-0.1213155456374637,2.376443641204717,177.1417863019849,9.843390348640757,11.70501719873199,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.698755927685937,9.53140013787187,0.0,0.0,4.794537184071822,18.30803295703925,0.0,0.0,0.0,6.923737199690624,0.0,0.0,9.843390348640757,4.965277777777778,9.123194444444444,-0.5028935185185182,0.0462962962962967,0.0,-0.5659722222222232,0.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
5.6706,1.96114,1.4016,58.52,-398.535571,21.716,7.154907407407407,0.2847222222222221,0.2847222222222221,63.75,1.25,16.655682242101303,5.84120623179542,-0.3030452664487608,1.8254147183481189,169.26748332105765,9.473725907600098,12.207932775496603,12.001711732105914,0.0,0.0,0.0,5.409283605791522,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,5.409283605791522,0.0,5.917906046161393,0.0,0.0,0.0,0.0,0.0,24.20964450760252,9.473725907600098,11.327189651952915,0.0,0.0,18.31189916324491,11.815651390519005,0.0,0.0,0.0,0.0,0.0,14.88300951339162,10.174953703703704,7.154907407407407,0.0,0.8159722222222222,0.0,0.8541666666666663,0.0,4,0,0,0,1,0,0,0,0,1,0,0,0,0
2.39789,1.63019,3.7674,75.0,-401.933888,30.93,9.17537037037037,0.0243055555555558,-0.2835648148148153,54.22222222222222,1.3333333333333333,16.270886902100834,5.111829242957697,-0.1336414898219414,1.7926345998406,166.24518934974515,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,24.6774553381748,0.0,18.09109374670197,5.261891554738487,0.0,17.75371813848418,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,29.08483100601494,0.0,5.106527394840706,12.021872433909696,11.835812092322788,6.4208216229260096,6.4208216229260096,0.0,0.0,6.069221312792274,5.261891554738487,0.0,17.64388888888889,0.0,1.0309259259259254,2.1325925925925926,2.025925925925925,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
